"Site","Date....as.Date.character....format.....Y..m..d..","Time....character..","Name....character..","File_Start_Time....character..","File_End_Time....character..","bioacoustic....double..","amplitude....double..","temporal_entropy....double..","spectral_entropy....double..","acoustic_entropy....double..","acoustic_diversity....double..","acoustic_evenness....double..","acoustic_complexity....double..","nrows....integer..","ndsi....double..","cluster..nine..clusters","cluster..fifteen..clusters"
"Audubon_Society","2019-04-18","12:25:0","Audubon_Society_S4A07275_20190418_120000.wav",25,30,129.513608058077,0.129880837082277,0.980801449088108,0.768539168102359,0.753784329755763,1.568407,0.629711,182.13543375973,0,0.0565027358077061,7,2
"Audubon_Society","2019-04-18","12:30:0","Audubon_Society_S4A07275_20190418_120000.wav",30,35,141.078197756568,0.178032082465551,0.98419951528239,0.764198138235144,0.752123437230733,1.610088,0.61109,201.576324881257,0,0.680754061767502,7,2
"Audubon_Society","2019-04-18","12:35:0","Audubon_Society_S4A07275_20190418_120000.wav",35,40,132.648911508078,0.142239865754372,0.979666128577368,0.787120911489178,0.771115696080892,1.613974,0.6126,200.195876081821,0,0.604794335560202,7,5
"Audubon_Society","2019-04-18","12:40:0","Audubon_Society_S4A07275_20190418_120000.wav",40,45,138.213144676768,0.146880180952204,0.982355625489457,0.852693544636159,0.837648300391876,1.950383,0.442456,209.061159153501,0,0.786381133424744,7,5
"Audubon_Society","2019-04-18","12:45:0","Audubon_Society_S4A07275_20190418_120000.wav",45,50,124.346143498276,0.171905429790441,0.982360841229862,0.858533218822299,0.843389415066055,1.986255,0.414673,217.378967166623,0,0.817277209766563,7,5
"Audubon_Society","2019-04-18","12:50:0","Audubon_Society_S4A07275_20190418_120000.wav",50,55,132.570390052868,0.156567405330485,0.982413005137921,0.796280148574198,0.782275973692448,1.759995,0.539914,205.817825227414,0,0.67182818196651,7,5
"Audubon_Society","2019-04-18","13:0:0","Audubon_Society_S4A07275_20190418_130000.wav",0,5,138.942521714911,0.15969809425316,0.9857079901322,0.757742393611873,0.746912731845121,1.65998,0.587699,191.513828673404,1,0.541836834354603,7,2
"Audubon_Society","2019-04-18","13:5:0","Audubon_Society_S4A07275_20190418_130000.wav",5,10,116.640285645977,0.166197156831091,0.974833193992505,0.711699948963236,0.693788734412135,1.259372,0.727834,172.205540715769,1,-0.294640201182109,7,15
"Audubon_Society","2019-04-18","13:10:0","Audubon_Society_S4A07275_20190418_130000.wav",10,15,169.973357272024,0.113593575430357,0.984575173385752,0.723103367604083,0.711949623534611,1.513225,0.652057,177.680289770771,1,-0.40412642621947,3,2
"Audubon_Society","2019-04-18","13:15:0","Audubon_Society_S4A07275_20190418_130000.wav",15,20,114.594103723142,0.149080043124337,0.972047184439215,0.724929201676914,0.704665389407812,1.189746,0.747079,171.455808585505,0,-0.422976738013885,4,6
"Audubon_Society","2019-04-18","13:20:0","Audubon_Society_S4A07275_20190418_130000.wav",20,25,111.804390154178,0.164292714082105,0.980198367042598,0.746398641395447,0.731618729458631,1.250845,0.731798,176.52941654578,0,0.0135448497768971,7,5
"Audubon_Society","2019-04-18","13:25:0","Audubon_Society_S4A07275_20190418_130000.wav",25,30,119.725462547708,0.13578766354833,0.981645080632455,0.780877225260143,0.766544286754541,1.670194,0.579472,207.225663386171,1,0.787799114867161,7,5
"Audubon_Society","2019-04-18","13:30:0","Audubon_Society_S4A07275_20190418_130000.wav",30,35,107.74847839605,0.164144607040893,0.982860223098646,0.799828345725743,0.786119466320625,1.708855,0.568724,205.922267896996,1,0.703424955752642,7,5
"Audubon_Society","2019-04-18","13:35:0","Audubon_Society_S4A07275_20190418_130000.wav",35,40,141.689885514556,0.163510756129567,0.984009784762504,0.761465988955568,0.749289983896136,1.496062,0.653041,185.688328853385,1,0.492947363028576,7,2
"Audubon_Society","2019-04-18","13:40:0","Audubon_Society_S4A07275_20190418_130000.wav",40,45,118.512844512388,0.161924142524101,0.97653774734506,0.802768105081406,0.783933356976659,1.693807,0.578772,206.212033924982,1,0.508149847414683,7,5
